Serial,Rank,Word,Type,Emotion
506,1,比中州,N,NONE
506,3,性,N,NONE
506,3,次,Vt,NONE
507,3,清楚,Vi,POSITIVE
508,1,天河城,N,NONE
508,1,離琶洲展館,N,NONE
508,3,健身,Vi,NONE
509,1,寧夏,N,NONE
512,1,回應,Vt,POSITIVE
512,1,北街,N,NONE
513,3,缺,Vt,NONE
514,1,快捷味,N,NONE
515,1,入微,Vi,NONE
515,1,河北,N,NONE
516,3,客史,N,NONE
516,3,不可以,ADV,NEGATIVE
516,3,錄,Vt,NONE
516,3,開窗,N,NONE
516,1,入到,Vt,NONE
516,3,溝通,Vt,POSITIVE
517,3,接下來,ADV,NONE
517,1,運營,Vi,NONE
517,1,逐,Vt,NONE
517,3,門鈴,N,NONE
517,1,私享,Vt,NONE
517,3,完畢,Vi,NEGATIVE
517,1,2000年,N,NONE
517,3,睡好,Vi,NONE
518,1,亂亂,Vi,NONE
518,3,亂哄哄,Vi,NEGATIVE
520,3,悄悄,ADV,NEGATIVE
520,1,延長,Vt,NEGATIVE
520,1,小吃區,N,NONE
520,1,入座,Vi,NONE
520,1,一一,ADV,NONE
520,1,送至,Vt,POSITIVE
520,3,請勿,N,NONE
520,3,物品,N,NONE
520,3,驚喜,Vi,POSITIVE
520,3,遺漏,Vi,NEGATIVE
520,3,觀看,Vt,POSITIVE
520,1,南普陀,N,NONE
520,1,問卷,N,NONE
520,3,廈門,N,NONE
520,3,遞,Vt,NONE
520,1,廈,N,NONE
520,3,查找,Vt,NONE
520,1,牌號,N,NONE
520,3,飛機,N,NONE
520,1,收看,Vt,NONE
520,3,座位,N,NONE
520,3,引導,Vt,POSITIVE
520,3,便於,Vt,NONE
520,1,輪渡,N,NONE
521,1,打理,Vt,NONE
521,1,視覺,N,NONE
521,3,超大,Vi,NONE
521,1,至,Vt,NONE
521,3,上午,N,NONE
521,1,申請到,Vt,NONE
521,3,鼓浪嶼,N,NONE
521,3,升到,Vt,POSITIVE
521,3,公車,N,NONE
521,3,極力,ADV,POSITIVE
521,3,隨口,ADV,NEGATIVE
521,3,靠在,Vt,NONE
521,1,植物園,N,NONE
521,1,記性,N,NONE
521,3,某某,N,NONE
521,1,看電,Vi,NONE
521,1,表揚表揚,Vt,NONE
521,1,秀,N,NONE
522,3,不耐煩,Vi,NEGATIVE
522,1,輪,Vt,NONE
522,1,妥貼,Vi,NONE
522,3,泰國,N,NONE
522,1,燃油,N,NONE
522,3,生硬,Vi,NEGATIVE
522,1,鷺江,N,NONE
522,1,鴨肉,N,NONE
522,3,年輕,Vi,POSITIVE
522,1,包間,N,NONE
522,3,豆漿,N,NONE
522,1,渡,Vt,NONE
522,1,麵線,N,NONE
522,3,淡,Vi,NONE
522,1,訓練有素,Vi,POSITIVE
522,1,領事館,N,NONE
522,1,彬彬有禮,Vi,POSITIVE
522,3,糊,Vt,NONE
522,3,控制,Vt,NEGATIVE
522,1,智能,N,NONE
524,1,起步,Vi,POSITIVE
524,1,廈大,N,NONE
525,3,餐飲部,N,NONE
526,1,慇勤,Vi,NONE
526,3,判斷,Vt,POSITIVE
527,1,不遜,Vt,NEGATIVE
528,1,四通八達,Vi,POSITIVE
528,3,錦江,N,NONE
538,1,刮鬍子刀,N,NONE
538,3,一次性,N,NONE
539,3,鬧市,N,NONE
539,1,區不遠,N,NONE
540,1,盜走,Vt,NONE
540,1,水森,N,NONE
540,3,用來,Vt,POSITIVE
540,3,拔掉,Vt,NONE
540,1,洋貨,N,NONE
540,1,密保,N,NONE
540,3,西餐,N,NONE
540,1,保管,Vt,NONE
540,3,配置,Vt,NONE
540,1,盜號,N,NONE
540,3,鍵,N,NONE
540,1,關機,Vi,NONE
540,3,差別,N,NEGATIVE
540,3,間,N,NONE
540,3,貴重,Vi,POSITIVE
540,3,幸好,ADV,POSITIVE
540,3,私人,N,NONE
540,1,永久,N,POSITIVE
540,1,麻花,N,NONE
540,3,活,Vi,NONE
540,3,櫃,N,NONE
540,1,可口可樂,N,NONE
540,3,純淨水,N,NONE
540,3,日期,N,NONE
540,3,自動,Vi,POSITIVE
540,3,登,Vt,NONE
540,1,偏小4,N,NONE
540,3,電源,N,NONE
543,1,地漏,N,NONE
543,1,遠3,N,NONE
543,3,入口,N,NONE
543,3,暢,Vi,NONE
543,1,津濱,N,NONE
543,3,粗糙,Vi,NEGATIVE
543,3,浴盆,N,NONE
544,3,3星級,N,NONE
544,3,舊舊,Vi,NONE
546,3,颱風,N,NONE
546,3,保護,Vt,POSITIVE
546,3,衝,Vi,NONE
546,1,轉帳,Vi,NONE
546,3,第三天,N,NONE
546,3,計算,Vt,NONE
546,1,風風,N,NONE
546,3,包括,Vt,POSITIVE
546,3,無視,Vt,NEGATIVE
546,3,白天,N,NONE
546,1,購,Vt,NONE
546,3,齊備,Vi,NONE
546,3,招待,Vt,POSITIVE
546,1,忙著,Vt,POSITIVE
546,3,洲際,N,NONE
546,3,套餐,N,NONE
546,3,專人,N,NONE
546,1,加快,Vt,POSITIVE
546,3,出現,Vi,POSITIVE
546,1,卡鎖,N,NONE
546,3,賬單,N,NONE
546,3,配備,N,NONE
546,3,共,ADV,NONE
546,3,皮蛋,N,NONE
546,1,雲霄,N,NONE
546,3,刷,Vt,NONE
546,3,再三,ADV,NONE
546,1,尖,Vi,NONE
546,1,糊味,N,NONE
546,1,彩,N,NONE
546,1,價差,N,NONE
546,3,棋牌室,N,NONE
546,1,接待處,N,NONE
546,1,至終,Vi,NONE
546,3,加油,Vi,POSITIVE
546,1,搖滾,N,NONE
546,1,始,ADV,NONE
546,3,提示,Vt,NONE
546,3,統計,N,POSITIVE
546,3,震,Vt,NONE
546,1,升4,Vt,NONE
546,1,處理卡,N,NONE
546,1,報錯,Vt,NONE
546,3,開幕式,N,NONE
546,1,百尺竿頭,Vi,POSITIVE
546,1,警報器,N,NEGATIVE
546,3,吵架,Vi,NEGATIVE
546,3,頻繁,Vi,NEGATIVE
546,1,4格,N,NONE
546,1,歸心似箭,Vi,NONE
546,1,卡左刷右刷,N,NONE
546,1,趕回來,Vi,NONE
546,3,無動於衷,Vi,NEGATIVE
546,3,同志,N,NONE
546,3,短,Vi,NONE
546,1,火火,Vi,NONE
546,3,咨詢,Vt,NONE
546,1,音量,N,NONE
546,3,共有,Vt,POSITIVE
546,3,打麻將,Vi,NONE
546,1,鎖卡,N,NONE
546,3,音響,N,NONE
546,1,餘額,N,NONE
546,1,冷靜點,N,NONE
546,1,16樓,N,NONE
546,3,刷卡,Vi,NONE
546,1,福建,N,NONE
546,1,福州,N,NONE
546,1,奧運會,N,NONE
546,1,那麼樣,ADV,NONE
546,3,樣子,N,NONE
546,3,仔細,Vi,POSITIVE
546,3,洗衣,Vi,NONE
546,3,瘦肉,N,NONE
546,1,發癲,N,NONE
546,1,刮小,N,NONE
547,1,東百,N,NONE
548,1,茶水,N,NONE
549,3,相符,Vi,POSITIVE
550,3,報紙,N,NONE
550,1,明日,N,NONE
550,3,當日,N,NONE
550,3,每天,N,NONE
551,3,陽台,N,NONE
551,3,跑,Vi,NONE
551,1,醉醺醺,Vi,NEGATIVE
551,1,形形色色,Vi,NONE
551,1,引導到,Vt,NONE
551,1,烏龍茶,N,NONE
551,1,字條,N,NONE
551,3,曬,Vt,NONE
551,1,過時,Vi,NEGATIVE
551,1,新四星,N,NONE
551,3,洗,Vt,NONE
551,3,一路,ADV,NONE
551,3,老婆,N,NONE
551,3,夜總會,N,NONE
551,3,升為,Vt,POSITIVE
552,3,強調,Vt,POSITIVE
553,3,花瓣,N,NONE
553,1,夠得上,Vt,NONE
554,3,開燈,Vi,NONE
554,3,內裡,N,NONE
554,3,遊戲,N,NONE
554,3,堅持,Vt,NEGATIVE
554,3,破爛,Vi,NEGATIVE
554,1,泡茶,Vi,NONE
554,3,奢華,Vi,NEGATIVE
554,1,到進,Vt,NONE
566,3,算不上,Vt,NONE
566,1,勤快,Vi,NONE
566,1,車門,N,NONE
566,3,拎,Vt,NONE
566,3,30日,N,NONE
568,1,高峰,N,POSITIVE
568,1,補送,Vt,NONE
568,3,當天,N,NONE
568,3,嚴肅,Vi,NEGATIVE
568,1,獲贈,Vt,NONE
568,1,洗衣券,N,NONE
568,3,首日,N,NONE
568,3,深深,Vi,NONE
568,3,上面,N,NONE
569,1,２００１年,N,NONE
569,1,溫泉水,N,NONE
570,3,種類,N,NONE
570,1,淑女房,N,NONE
572,3,程定,N,NONE
572,3,協,Vi,NONE
572,1,水果盤,N,NONE
582,3,風光,N,POSITIVE
582,1,燕窩嶺,N,NONE
582,3,賣到,Vt,NONE
582,1,傅,N,NONE
582,1,海帶,N,NONE
582,3,門票,N,NONE
582,1,撿,Vt,NONE
582,1,漲潮,Vi,NONE
582,1,老虎,N,NONE
582,1,徒步到,Vt,NONE
582,3,灘,N,NONE
584,3,飛機場,N,NONE
584,1,秋林,N,NONE
584,1,哈爾賓,N,NONE
584,3,遠大,Vi,NONE
584,3,哥們,N,NONE
584,1,起步費,N,NONE
584,3,12日,N,NONE
584,1,交流,Vi,POSITIVE
585,3,尚可,Vi,NONE
588,3,付賬,Vi,NONE
589,3,針線,N,NONE
589,1,高登,N,NONE
589,3,客房部,N,NONE
591,1,下到,Vt,NONE
591,1,帶房卡,N,NONE
592,3,敬請,Vt,NONE
592,3,高度,A,POSITIVE
592,3,管理層,N,NONE
592,3,吸煙區,N,NONE
592,3,加強,Vt,NEGATIVE
592,3,無煙房,N,NONE
592,1,吸煙房,N,NONE
592,3,諒解,Vt,NEGATIVE
593,1,真真,Vi,NONE
593,1,打敗,Vt,NEGATIVE
593,1,試探,Vt,POSITIVE
593,3,換成,Vt,POSITIVE
593,1,搗糨糊,N,NONE
599,3,金額,N,NONE
599,1,軟飲,Vt,NONE
599,1,雲霄路,N,NONE
599,3,休閒,Vi,NONE
599,3,度假村,N,NONE
599,3,不行,Vi,NEGATIVE
599,1,32樓,N,NONE
600,1,裡外,N,NONE
600,1,合力,ADV,POSITIVE
600,1,餐點,N,NONE
610,1,新鮮度,N,NONE
610,3,品牌,N,NONE
610,3,重慶,N,NONE
610,1,明牌,N,NONE
610,1,相若,Vi,NONE
610,3,走進去,Vi,NONE
610,3,總算,ADV,NONE
610,3,合格,Vi,POSITIVE
610,1,頂級,A,NONE
610,3,劣質,A,NEGATIVE
610,3,相差,Vt,NONE
610,3,碑,N,NONE
611,1,改住,Vt,NONE
611,1,相較,Vi,NONE
611,3,攜城,N,NONE
611,1,驅,Vt,NONE
611,3,利益,N,NEGATIVE
611,3,老舊,Vi,NEGATIVE
611,3,續,Vt,NONE
611,1,續訂,Vt,NONE
612,3,豪,Vi,NONE
612,3,擔保,Vt,POSITIVE
612,3,明明,N,NONE
612,1,跑過去,Vi,NONE
613,3,特點,N,NONE
613,1,商務型,N,NONE
614,3,符合,Vt,NEGATIVE
615,1,格調,N,NONE
616,3,禮賓,N,NONE
616,1,照常,Vi,POSITIVE
616,1,花盆,N,NONE
616,1,田園,N,NONE
616,1,難看,Vi,NEGATIVE
616,3,可怕,Vi,NEGATIVE
616,3,90年代,N,NONE
616,3,範圍,N,NONE
617,3,希爾頓,N,NONE
617,1,對罵,Vi,NEGATIVE
617,1,上前,Vi,NONE
617,1,伙,N,NONE
617,3,上海人,N,NONE
617,1,調解,Vt,NONE
618,1,老態,N,NONE
618,3,更新,Vt,POSITIVE
618,3,早點,ADV,NONE
618,1,當局,N,NONE
618,1,平平,Vi,NONE
628,1,薄膜,N,NONE
628,3,愛人,N,POSITIVE
628,1,解渴茶,N,NONE
628,1,揚灰,Vi,NONE
628,1,成標,N,NONE
628,1,房客人,N,NONE
628,3,2分鐘,N,NONE
628,1,覆蓋,Vt,NONE
628,1,米粥,N,NONE
628,1,敦煌,N,NONE
628,3,塑料,N,NONE
628,1,邊上,N,NONE
628,3,路面,N,NONE
628,3,累,Vt,NONE
628,3,路過,Vt,NONE
629,3,多餘,A,NEGATIVE
629,1,顯示屏,N,NONE
629,1,莫高窟,N,NONE
630,3,下定,Vt,NONE
630,3,心有餘悸,Vi,NEGATIVE
630,1,大字,N,NONE
630,3,相迎,Vi,NONE
630,3,不好意思,Vi,NEGATIVE
630,3,之,N,NONE
630,1,教唆,Vt,NEGATIVE
630,1,郵箱,N,NONE
630,1,九寨溝,N,NONE
630,3,姓名,N,NONE
630,3,心想,Vt,NONE
630,1,停業,Vi,NEGATIVE
630,1,解決掉,Vt,NONE
630,1,登錄,Vt,NONE
630,3,巴,N,NONE
630,3,頓時,ADV,NONE
630,1,論壇,N,NONE
630,3,後悔,Vt,NEGATIVE
630,1,碰碰運氣,Vi,NONE
630,3,阿,N,NONE
630,1,滋滋,ADV,NONE
630,3,說說,Vt,NONE
630,3,屏幕,N,NONE
630,3,這時,N,NONE
630,1,愁,Vt,NONE
630,1,對應,Vt,NONE
630,1,館子,N,NONE
630,3,說出,Vt,NONE
630,1,大肆,ADV,NEGATIVE
630,1,瓶頸,N,NEGATIVE
630,3,數字,N,NONE
630,3,放棄,Vt,NEGATIVE
630,1,漸進,Vi,POSITIVE
630,3,無所謂,Vi,NEGATIVE
630,3,打算,Vt,POSITIVE
630,3,評上,Vt,NONE
630,1,夢鄉,N,NONE
631,1,暖氣片,N,NONE
631,3,洗完,Vt,NONE
631,1,隔離,Vt,NEGATIVE
631,3,11月,N,NONE
632,1,無證,N,NONE
632,1,耽擱,Vt,NEGATIVE
632,1,接車,N,NONE
632,3,行程,N,NONE
632,1,接站,N,NONE
632,3,涉嫌,Vt,NEGATIVE
632,1,雅丹,N,NONE
632,3,包車,Vt,NONE
632,3,班,N,NONE
632,1,玉門關,N,NONE
632,3,後門,N,NONE
633,3,驢友,N,NONE
633,1,行都,N,NONE
634,1,派車,N,NONE
634,3,遲,Vi,NONE
635,3,地圖,N,NONE
636,3,蓋,Vt,NONE
636,1,穿上,Vt,NONE
636,3,毛衣,N,NONE
636,3,毛褲,N,NONE
636,3,熱風,N,NONE
639,1,粉面,N,NONE
639,3,不慎,Vi,NEGATIVE
639,3,價值,N,POSITIVE
639,1,送回,Vt,NONE
639,1,不菲,Vi,NONE
640,1,小貴,N,NONE
640,1,忽冷忽熱,N,NONE
641,3,規,N,NONE
641,1,距,N,NONE
641,1,迅速,Vi,POSITIVE
641,3,機構,N,NONE
641,3,亦,ADV,NONE
641,1,溫文,Vi,POSITIVE
641,3,故障,Vi,NEGATIVE
641,1,嘉許,Vt,NONE
641,1,殊堪,ADV,NONE
641,1,置評,Vi,NONE
641,1,委實,ADV,NONE
641,3,大理,N,NONE
641,1,菜色,N,NONE
641,3,先前,N,NONE
641,1,奉,Vt,NONE
641,3,望,Vt,NONE
641,1,住入,Vt,NONE
641,1,尺度,N,NONE
641,3,踏實,Vi,POSITIVE
641,1,恰當,Vi,POSITIVE
641,3,古城,N,NONE
641,3,推介,Vt,NONE
642,1,整體性,N,NONE
642,1,酒家,N,NONE
642,3,不遠處,N,NONE
642,3,早茶,N,NONE
642,1,麥凱樂,N,NONE
642,1,中高,A,NONE
644,3,視而不見,Vi,NONE
644,3,賓部,N,NONE
644,1,短途,N,NONE
644,3,禮,N,NONE
645,1,日本客人,N,NONE
648,3,偶爾,ADV,NONE
648,3,在一起,Vi,POSITIVE
648,3,金,N,NONE
648,1,銀,N,NONE
648,3,痛苦,Vi,NEGATIVE
649,3,明珠,N,NONE
649,3,荒涼,Vi,NEGATIVE
649,1,蓮花,N,NONE
649,1,易初,N,NONE
650,3,厲害,Vi,NEGATIVE
650,3,堵,Vt,NONE
650,1,個別,A,NONE
657,3,右邊,N,NONE
657,1,包河,N,NONE
657,1,午晚餐,N,NONE
657,3,窗子,N,NONE
657,3,敏感,Vi,NEGATIVE
658,3,必要,N,POSITIVE
658,1,多加,N,NONE
658,3,旅客,N,NONE
659,1,商,N,NONE
659,3,旅,N,NONE
661,3,修好,Vt,POSITIVE
662,1,週遭,N,NONE
662,3,甚至,ADV,NEGATIVE
662,3,走對,Vt,NONE
662,3,恐怖,Vi,NEGATIVE
662,3,立刻,ADV,POSITIVE
662,1,臨街房,N,NONE
662,3,長話,N,NONE
662,3,早晚,N,NONE
663,3,觀,Vt,NONE
663,1,雪茄,N,NONE
663,1,正中,N,NONE
663,1,髮露,N,NONE
663,3,一向,ADV,POSITIVE
663,3,忙碌,Vi,NONE
663,3,款式,N,NONE
663,3,牙刷,N,NONE
663,1,乳酪,N,NONE
663,1,50樓,N,NONE
663,3,肥皂,N,NONE
663,3,回到,Vt,POSITIVE
665,3,自助餐廳,N,NONE
665,1,靈,Vi,NONE
666,3,展會,N,NONE
667,3,韓國人,N,NONE
668,1,正大,Vi,POSITIVE
668,1,陸家嘴,N,NONE
668,1,列入,Vt,POSITIVE
669,1,溫情,N,POSITIVE
669,1,大關,N,NONE
669,3,基地,N,NONE
669,1,過街,Vi,NONE
669,3,訓練,N,POSITIVE
669,1,匯泉,N,NONE
669,1,帆船,N,NONE
669,3,本地人,N,NONE
669,1,奧帆,N,NONE
669,1,青少年,N,NONE
669,3,浴場,N,NONE
669,1,座,N,NONE
669,1,座車,N,NONE
669,3,房屋,N,NONE
669,1,王朝,N,POSITIVE
669,1,看書,N,NONE
669,3,推,Vt,NONE
669,3,海灘,N,NONE
669,1,紅磚,N,NONE
670,3,穩定,Vt,POSITIVE
670,1,東海路,N,NONE
670,1,朝右,N,NONE
670,1,西路,N,NONE
670,1,小野花,N,NONE
670,3,愧對,Vt,NEGATIVE
670,3,好不好,Vi,NONE
670,3,巴士,N,NONE
670,1,無疑,ADV,POSITIVE
670,1,海天,N,NONE
670,3,發呆,Vi,NONE
670,3,夾,Vt,NONE
670,3,餅乾,N,NONE
670,1,香港路,N,NONE
670,3,枕頭,N,NONE
670,1,15樓,N,NONE
672,3,補,Vt,NONE
672,3,時段,N,NONE
672,3,睡眠,N,NONE
672,3,台盆,N,NONE
674,1,老五星,N,NONE
674,3,曉得,Vt,NONE
674,3,飛,Vi,NONE
674,3,頭,N,NONE
674,3,轉身,Vi,NONE
674,3,想起,Vt,NONE
674,1,苦心,ADV,NEGATIVE
674,3,牛肉,N,NONE
674,1,異常,ADV,NEGATIVE
674,3,到底,ADV,NONE
674,3,時刻,N,NONE
674,3,等待,Vt,POSITIVE
674,1,小弟,N,NONE
674,3,當地人,N,NONE
674,1,黑椒,N,NONE
674,3,咖啡廳,N,NONE
674,1,鹹澀,Vi,NONE
674,1,大年初一,N,NONE
675,1,升成,Vt,NONE
675,1,年紀,N,NONE
675,3,下水,Vi,NONE
675,3,發覺,Vt,POSITIVE
675,3,堵塞,Vt,NEGATIVE
675,3,大致,ADV,POSITIVE
676,1,青菜,N,NONE
676,1,東樓標,N,NONE
676,1,肉片湯,N,NONE
677,3,下來,Vi,NONE
677,3,廬山,N,NONE
677,1,快餐店,N,NONE
677,3,乘車,Vi,NONE
681,1,多樣,Vi,NONE
681,3,娛樂,N,POSITIVE
683,3,帶有,Vt,NONE
683,3,污跡,N,NEGATIVE
683,3,煙味,N,NONE
685,3,鋼琴,N,NONE
686,1,餐飲街,N,NONE
687,3,隔開,Vt,NEGATIVE
687,3,洗澡間,N,NONE
687,1,磨砂,N,NONE
689,3,偏差,N,NEGATIVE
695,1,影子,N,NONE
695,1,披露,Vt,NONE
695,3,簡潔,Vi,NONE
695,1,海河,N,NONE
698,3,純粹,ADV,NEGATIVE
698,3,騙人,Vi,NEGATIVE
699,3,角落,N,NONE
699,3,資料,N,NONE
699,3,比不上,Vt,NEGATIVE
699,3,懷疑,Vt,NEGATIVE
699,1,赫赫,Vi,NONE
699,3,廁紙,N,NONE
699,1,狼狽,Vi,NEGATIVE
699,3,永遠,ADV,NEGATIVE
699,1,焦點,N,POSITIVE
699,1,強化,Vt,POSITIVE
699,1,填寫,Vt,NONE
699,1,總部,N,NONE
699,3,手紙,N,NONE
699,1,是也,ADV,NONE
701,1,盯上,Vt,NONE
701,1,活該,Vi,NEGATIVE
701,3,賊,N,NONE
701,1,外套,N,NONE
701,3,放鬆,Vt,NEGATIVE
701,3,口袋,N,NONE
701,1,好心,Vi,POSITIVE
701,1,覺出,Vt,NONE
701,3,恐怕,ADV,NEGATIVE
701,3,偷,Vt,NONE
701,3,椅子,N,NONE
701,1,下手,Vi,NEGATIVE
701,3,套,Vt,NONE
701,1,掏,Vt,NONE
701,3,平常,N,NONE
701,3,暗示,Vt,NEGATIVE
701,1,破財,Vi,NONE
701,1,警惕,Vt,NEGATIVE
701,3,做到,Vt,POSITIVE
702,1,知名度,N,NONE
702,3,打出,Vt,NEGATIVE
702,3,打表,N,NONE
703,1,完備,Vi,POSITIVE
703,1,加盟店,N,NONE
707,1,北房,N,NONE
707,3,睡懶覺,Vi,NONE
707,1,晨泳,Vi,NONE
707,3,莫,ADV,NONE
707,3,接觸,Vt,POSITIVE
707,3,等候,Vt,NONE
707,3,招呼,Vt,NONE
707,3,緊接著,ADV,NONE
707,3,帶來,Vt,POSITIVE
707,3,一會,N,NONE
707,1,止咳,Vi,NONE
707,1,含片,N,NONE
707,1,樓門,N,NONE
707,3,深刻,Vi,POSITIVE
707,3,明天,N,NONE
707,1,早已,ADV,NONE
707,1,咳嗽,Vi,NONE
707,1,天色,N,NONE
707,1,破例,Vi,NONE
707,1,為榮,Vi,POSITIVE
707,3,消毒,Vt,NONE
707,1,果汁,N,NONE
707,1,細微,Vi,NONE
707,1,無微不至,Vi,POSITIVE
707,1,樓新,N,NONE
707,1,遞上,Vt,NONE
707,1,羹,N,NONE
707,1,銀耳,N,NONE
707,1,機車,N,NEGATIVE
707,1,送入,Vt,NONE
708,1,帶路,Vi,NONE
709,1,生還,Vi,POSITIVE
709,3,延遲,Vt,NEGATIVE
709,3,航班,N,NONE
709,3,瞭解到,Vt,NONE
709,3,服務台,N,NONE
710,3,還給,Vt,NONE
710,3,裝,Vt,NONE
710,1,童言,N,NONE
710,3,橙汁,N,NONE
710,3,慣例,N,NONE
710,1,接送車,N,NONE
710,1,興高采烈,Vi,POSITIVE
710,3,播放,Vt,NONE
710,3,腿,N,NONE
710,1,輕微,Vi,NEGATIVE
710,3,舉,Vt,NONE
710,3,具體,Vi,POSITIVE
710,3,蚊子,N,NONE
710,3,藥,N,NONE
710,1,碘敷,N,NONE
710,1,改定,Vt,NONE
710,1,裝上,Vt,NONE
710,3,文化,N,POSITIVE
710,1,不一,Vi,NONE
710,1,感觸,N,NONE
710,3,咬,Vt,NONE
710,1,候機廳,N,NONE
710,1,包包,N,NONE
710,3,餐具,N,NONE
710,1,病情,N,NONE
710,3,抵達,Vt,POSITIVE
710,1,卡通,N,NONE
710,1,驕傲,Vi,NEGATIVE
710,1,甜美,Vi,POSITIVE
710,3,忙,Vi,NONE
710,3,師傅,N,NONE
710,3,醫生,N,NONE
710,1,舒緩,Vt,POSITIVE
710,3,不得了,Vi,NONE
710,1,端上,Vt,NONE
710,3,閒,Vi,NONE
710,1,西裝,N,NONE
710,1,螃蟹,N,NONE
710,1,背景,N,NONE
710,3,大盤,N,NONE
710,1,王子,N,POSITIVE
710,3,減輕,Vt,NEGATIVE
710,3,查,Vt,NONE
710,1,兒童,N,NONE
710,1,負面,N,NEGATIVE
710,1,油精,N,NONE
710,3,寫有,Vt,NONE
710,1,玩偶,N,NONE
710,3,行駛,Vi,NONE
710,1,體現出,Vt,NONE
710,3,晚飯,N,NONE
710,1,童言無忌,Vi,NONE
710,1,過多,Vi,NEGATIVE
710,3,欺,Vt,NONE
710,1,談起,Vt,NONE
710,1,和風,N,NONE
710,1,談談,Vt,NONE
710,3,今天,N,NONE
710,1,擦藥,Vi,NONE
710,3,出口,N,NONE
710,1,薯條,N,NONE
710,1,病,N,NONE
710,3,薑湯,N,NONE
710,1,推車,N,NONE
710,3,專用,Vi,NONE
710,3,媽媽,N,NONE
710,3,汗顏,Vi,NONE
710,3,企業,N,NONE
710,1,涼涼,Vi,NONE
710,3,父母,N,NONE
710,3,抓癢,Vi,NONE
710,1,帥氣,Vi,NONE
710,3,用心,Vi,POSITIVE
710,1,發燒,Vi,NEGATIVE
710,3,取得,Vt,POSITIVE
710,3,身穿,Vt,NONE
711,1,可謂,Vt,NONE
711,1,披巾,N,NONE
711,3,感冒,Vi,NEGATIVE
711,3,拿出,Vt,POSITIVE
711,1,精心,Vi,POSITIVE
711,1,想不到,ADV,NEGATIVE
711,1,極地,N,NONE
711,1,海底,N,NONE
711,1,不已,Vi,NONE
711,3,世界,N,NONE
711,1,好玩,Vi,POSITIVE
711,1,罕有,Vi,NONE
711,1,青島市,N,NONE
711,1,首屈一指,Vi,POSITIVE
711,1,沖劑,N,NONE
711,1,真心誠意,Vi,POSITIVE
713,3,流出來,Vi,NONE
713,3,海南,N,NONE
713,1,話水,N,NONE
714,1,取來,Vt,NONE
714,3,貼,Vt,NONE
714,1,主任,N,NONE
714,1,喉寶,N,NONE
714,1,進餐,Vi,NONE
714,1,有方,Vi,NONE
714,1,雲南白藥膏,N,NONE
714,1,藍,Vi,NONE
714,3,著,Vt,NONE
714,1,咽炎,N,NONE
714,1,痊癒,Vi,POSITIVE
714,1,膏藥,N,NONE
714,1,整整齊齊,Vi,NONE
714,1,下旬,N,NONE
714,3,樹立,Vt,POSITIVE
714,1,避暑,Vi,NONE
714,1,空調房,N,NONE
714,1,感同身受,Vi,POSITIVE
714,3,總經理,N,NONE
714,1,金玉,N,NONE
714,1,黏膜,N,NONE
714,1,腳面,N,NONE
714,3,培養,Vt,POSITIVE
714,1,一瘸一拐,ADV,NONE
714,1,明年,N,NONE
714,1,糖漿,N,NONE
714,3,至上,Vi,POSITIVE
714,1,慢性,A,NEGATIVE
714,3,盛,Vi,NONE
714,3,生,Vt,NONE
714,3,攜程網,N,NONE
714,1,小盤,N,NONE
714,1,王傑,N,NONE
714,3,炒,Vt,NONE
714,1,服用,Vt,NONE
714,3,注意到,Vt,NONE
714,3,天下,N,NONE
714,3,花生米,N,NONE
714,1,見效,Vi,NEGATIVE
714,1,金嗓子,N,NONE
715,1,粵式,N,NONE
715,1,中方,N,NONE
729,1,層次,N,NONE
731,3,跟不上,Vt,NONE
732,3,相同,Vi,POSITIVE
732,3,9樓,N,NONE
732,3,吵到,Vt,NEGATIVE
733,1,泉州市,N,NONE
736,1,褲兜,N,NONE
736,3,找找,Vt,NONE
736,3,務,N,NONE
736,3,找遍,Vt,NONE
736,3,拿出來,Vi,NONE
736,3,無話可說,Vi,NONE
736,3,冤枉,Vt,NONE
737,3,掉線,N,NONE
738,1,白鷺,N,NONE
738,3,彷彿,ADV,POSITIVE
738,1,丹,N,NONE
738,1,附送,Vt,NONE
738,1,洗面,Vi,NONE
738,1,夢幻,N,NONE
738,3,啟動,Vt,POSITIVE
738,1,靜謐,Vi,NONE
738,1,花期,N,NONE
738,1,奶,N,NONE
738,1,桃園,N,NONE
738,3,處處,ADV,NONE
738,1,桃花,N,NONE
738,1,壯觀,Vi,POSITIVE
738,1,楓,N,NONE
738,1,化妝袋,N,NONE
738,1,小燈,N,NONE
738,3,別墅,N,NONE
739,1,燦爛,Vi,POSITIVE
739,3,碰巧,ADV,NONE
739,1,開花,Vi,NONE
739,3,季節,N,NONE
741,3,拖拉,Vt,NONE
742,1,敞亮,Vi,NONE
742,1,單行,A,NONE
742,3,昏暗,Vi,NEGATIVE
742,1,朝陽,N,NONE
742,3,暗,Vi,NONE
743,3,保證,Vt,POSITIVE
743,1,制訂,Vt,POSITIVE
743,3,系列,N,NONE
743,3,旺季,N,POSITIVE
743,3,措施,N,NONE
743,3,上述,N,NONE
743,3,清晨,N,NONE
744,1,菜餚,N,NONE
745,3,耐心,N,POSITIVE
745,3,開水,N,NONE
745,1,利用,Vt,NEGATIVE
745,1,不巧,Vi,NEGATIVE
745,1,冰水,N,NONE
745,3,不厭其煩,Vi,POSITIVE
746,1,警覺性,N,NONE
