Serial,Aspect,Opinion(List)
2,开窗,来_找_看看_不情愿_答曰_
433,下面,总_当闹_定_很吵_让_使用_结账_是_没有给_失望_定_盖_听_没有给_是_可以_很清楚_
84,29度,没法调节_还是_热_开_
528,斑斑,点点将_恶心_死_到_
384,环境,好像是_还满_旋转_觉得_住_比较好_有_满_
941,地方,加_原来_洗洁_就出来_
819,声音,很旧然_很脏_蚊香_要_有_告知_非常大_没有_
747,房间,是_比较高档_挺舒服_
960,显著,有_只得_去_下楼_实在找_不到_
986,当地,太适合_这么差_挺大_不怎么样_排场_没住_不是_
95,客人,有_需要_都会_请_放净_较少_谅解_洗澡_出现_
504,道谢,修_已经脱_多是_来_中等_叫_到处空荡荡_大_舒适_浴缸_似_补充_坏_都差_还算_很差_都懒_点评_跟_
791,合口味,可_供_
361,早饭,连坐_别说_告诉_吃_拿单_只住_该_住_
32,北京,
439,人,满意_希望_增加_
953,设施,不含_让_去_很长_真是让_新烧_还可以_透_订房_不好_感觉_非说_太吵_办离_不会_没碰_糟_很费劲_不会_发誓_不舒服_抽烟_in_感觉_主要是_但结账_好打车_订_说_有_
846,水平,不掉_有_小_来_只有_不到_单上有_不隔音_添加_也吃_
68,楼,只看到_
377,程度,
358,意见,进行_小_住_不过看_应该_还要_出_
635,业务,太会_礼貌_不熟练_
641,服务生,是否应该_改进_很好_收费_还需要_
480,泰安,不怎么样_找_
707,装修,一般_
530,担保,其实入_后来留意_订_极低_不让_
358,证据,预订_给_说_还是不错_实事求是_先看看_不难_客观_或者提供_让_
254,设施,很好_
89,衣橱,小_可想_尚算_碰到_说_没有_都会_苗条_转_而知_成_有_不知道_
313,住户,需_给予_选择_反馈_提供_是_宝贵_就是_能_感谢_等_中_有时要_更能_达_不方便_共享仅_不远_有_符合_简易_较久_想_还算方便_
455,品种,只吃_很小_可房间_竟然没_小_还收600多_协调会_住_不错_粗糙_还算_反馈_提出_非常抱歉_不得不吃_专门召开_可以_是_才打开_弄_都困难_以为_入住_进行_带来_只距离_大_可_豪华_工作_是_
483,楼,过来_来_打_要_很合理_值班_出门_不要_也合适_还敲下_遇上_打_就是_招呼_足够_经常断_人往_都会_走道而言_铁定_睡_有_收到_要_不错_很慢_就来_问_良好_够_不算_挂_敲门_有_就能_一定要_把_出去_走_足疗_还有_肯定会_挺客气_还有_很简单_很大_干净_用_比较差_会_很简洁_打_事先询问_关心_听见_指_
68,窗,
504,样子,很差_没有_补充_坏_已经脱_没有服务_来_住_舒适_浴缸_至少是_点评_大_服务_最差_没有_都差_中等_到处空荡荡_没有_跟_多是_修_似_叫_还算_都懒_
683,餐,叼_只有_公用_还找_还放_到_送_太简单_不到_
717,袋子,不会_竟然慢慢_便宜_仅代表_后来拿_比较满意_邻街_能_那么自然_说明_还是_打折_说_下次去_很冷_不针对_打折_装_说_用_入住_〞_∼〞_还便宜_竟然没有_携程网_不能_不是_
970,行李,架上_
417,蛋饼,发现_锅_
273,朝北,结果说_只有_住_脏渍斑驳_不知道_来_堵_配套_先洗澡_全是_宁愿加_也是_淋浴_是_恶心无比_怎么_
412,人才,回去_又折_
70,机会,使_尽心打造_会_好_再次光临_
131,餐厅,加分_给_
876,经历,不会_并没有_付_爱_相隔_非常佳_再拿_是_听_不能_入住_糊涂_喜欢_再差_临_说_办理_并没有_一塌_去_非常客观_大_折腾_比比皆是_有_才确认_没有入住_差_新开_没有打扫_做_
858,通向,过_住在_有点像_
702,巧克力,具_打扫_也不至于_这么小气_不用_用_特意把_放在_三星级_醒目_说_是_
269,韩国人,频繁_
767,价格,贵_住_
217,房间,较小_星级_较差_
960,招牌,没有_用_实在找_没有_只得_不到_去_联系_找_有点成旧_发现_有_手试_下楼_于是想_感觉_入住_
53,芜湖,有_这么高_
599,异味,尤其脱离_差_感觉_很多_
225,大床,没抬眼_又回前_换_却是_
391,旅馆,应该_反思_
158,电梯,热水_降级_不会_达到_刷_就进入_只能_吓_不敲门_发霉_冷汗_连刷_就应该_没有_刷卡_就没有_浓重_结账_出_就是_
444,衬衫,说_是_要_却要价_说_结账_
89,主管,洗_大约等同于_居然开_要_正常_又说_要_报废_就说_加_白色_搞_已经耽误_看看_在等_还说_不想_承担_
766,电,没有_出入_在场_打_
151,一般,
552,厦门市,到_坐_太贵_很方便_
915,酒店,处_多住_没好_远_周到_多_飞_很齐备_开_说_但中_就是_附属_真是_进来_忍不住改变_棒_没_离闹_唯一_没注意_
22,备注,很清楚_没有把_安静_不知道_写_不要_是_给_传给_有_
969,凯莱,服务_比较正规_
952,墙,坏_说_订_换_没有_提_一样_不同_多余_不要_也没有_只能_订_提出_连放_什么橱_
649,大床,可以_可以_很喜欢_有_很好闻_帮_不错_免费_顺便搞_SHOPPING_有_问_有_还放_登记_大洋_挑_挺美_还有_很热情_好逛_买_也漂亮_免费_借_马上介绍_有_靠_
190,时候,到_还是有_没好_好_
309,洛阳如家,真是_有_希望_争气_能_
273,客房,不知道_住_恶心无比_是_配套_全是_堵_安排_怎么_只有_是_是_似乎是_宁愿加_后改造_闪闪发亮_也是_很烂_脏渍斑驳_淋浴_先洗澡_来_结果说_很阴冷_
242,时候,用_所谓_成_很小_直呼其名_还臭_只能_说_是_到_是_在叫_买_到_应该_是_一看_只有_后续改建_住_洗_违章_甚至可能_是_
856,门口,太深_不方便_还得_就是_有_还有_不敢_没有_自驾_靠近_老远_走_一般_
699,要求,不同_
906,水壶,花_
656,中心,有_去_不正规_突然说_最后中断_拉_包_买_买_
651,餐前,咨询_就打_要_用餐_又变_优惠_就好_
672,电话,可以_回来_竟然说_定_是_豪华_去_说_还讽刺_换_询问_是_有一味_给_
28,浴室,很不错_太冷_过烫_还可以_就是_比较糟糕_不是_比较吸引_冷热_难调节_洗_完_就是_
818,宾馆,找_再没有_较少_发现_
538,床,所以可以_入住_亟待改进_宽敞_少见_坐_填满_高雅_半躺_有_恶_不干净_是_铺_宽敞_很舒服_很可怕_做_黑色_办_
683,被子,很薄_不到_简陋_公用_太简单_只有_送_叼_到_还找_还放_
846,硬件,有_不到_单上有_小_来_不掉_也吃_不隔音_只有_添加_
190,节目,结果过_有_告诉_叫_又改口_来_这样_要_信号_拿_说_是_是_过会_这样骗_才能_很好_就算_打_同行_来_打_想_是_看看_说_来_气死_给_说_
555,冰箱,有_特地帮_房送_在装修_被_很棒_不错_比较有_说话_方便_隔壁_不着_没有小_送_都有_很快_完全睡_极差_就开工_非常丰盛_吵醒_来_还行_稍有陈旧_从别出弄_也算_没有_
734,价格,是_投诉_不高_打_也没有_被_没住_要_提前_晚_例行送_最可气_承认_太差_下楼_骗_才送_下楼_早餐结束_不肯_刚结束_到_过来_问_没_但服务_是_
978,语言,就是_正在剃须_无从投诉_洗脸_将_好尴尬_予以_司_仅仅报以_局部装修_极力要求_开始_后告知_口头道歉_予以_不通_表示_不满_弄_答应_
752,盘子,真是_回去_兜_吃_不想_差到_又放_
331,房间,太差_就休息_接_还要_在震_不好_
651,事,随便找_搪塞_
95,空调,
781,check,竟然要_复印_不同意_没有听说_拿_压_
51,素质,没有_湿_还可以_上去_说_导致_用_计较_突然断电_有_是_入住_为主_热水机烧_便宜_很好_只去_订_是_泡_说_有_弄_烧_入住_又说_言下_是_有待_不要入住_不成_居然推托_不要_建议_
395,原因,还是_一般安排_不错_
542,差,
332,字,便宜_都没_玩_写_又小_敢_又好_更好_说_留着_可以_放_太多_建议_去_又大_又好_提前预定_都是_住别_又便宜_把_
602,行程,走_
280,顾客,较贵_改点_
81,房,
97,房价,很有_
140,北京,住_只能_
145,包公,很大_不高_总体来说_较偏_
530,面容,没有_也无聊_总算有_表示_看_
186,庙,选_该_还算_靠近_怎么乘车_是_下班_难叫到_安静_
771,办法,入眼_
465,装修,很响_很俗_
827,钟,没有给_使用_总_是_让_定_失望_是_没有给_盖_结账_定_
765,携程,给退_带到_住_介绍_订_把_晚_听_是_大_连忙把_
679,通向,有点像_过_住在_
757,结账,很快_
77,领班,弄_
947,人,不好_感觉_
5,速度,一般_
381,大庆,发现_找_较少_再没有_
345,服务,欢迎_上网_入住_还有_还赠送_免费_也不错_整齐_很热情_
894,装修,比较陈旧_非常差_主要是_只能_一般_算是_
55,标准,怎么设定_平时价_有点五星_豪华_还是_换_是_很有_不值_那么舒服_特价_是_有_不知道_背_不接_太小_大_看_接手_还行_不计较_
650,酒店,筹_比如家_高出_觉得_要_
558,竞争力,
38,心眼,问_
947,酒店,很好_还有_还过_订_重新装修_去_网速不错_
874,房间,催_没查出_来_才来_找_叫_疯掉_服务员_都要_
583,中心,很近_还算_
90,早餐,尚可_
306,条件,住_去_还不错_建议_可以_出差_
335,门,太好_
353,龙头,出水_
479,价格,所以感觉_新_不是_很值_还是_来_
159,讹诈,
666,窗户,不满_但是有_褥_答应_有_还是要_不掉_还算_很平_不是_洁净_退房_竟然告知_不大_无果_起来_看_提出_还凑活_换_强_所谓_跑味_被_很一般_刚进入_小_但是睡_白_都没有_个别_中年_推诿_有_
909,服务,相当长_开始_不是_出来_很好_也是_
89,总台,洗_总_不掉_有_就要_赔_说_开价_搞脏_
414,成都,最好回成_不会_只有_住_服务_太远_可能_都住_相比_相差_相等_
432,早餐,够干净_很丰富_
991,酒店,撑_相当恶心_死_星级_有_
721,答复,致电_没有签单_核对_交涉_退回_再次讲_应该_回复_进行_讲_交涉_再次将_还是被_扣款_在等待_联系_联系_未收到_退回_退回_反映_
20,水平,不像_很理想_五星级_就是_不是_是_
961,朋友,要_注意_
455,义乌海德,工作_大_是_提出_协调会_非常抱歉_进行_反馈_带来_还收600多_专门召开_
785,携程,自称_怀疑_又脏_到_不会_又小_敲门_也表示_居然有_再住_充满_
495,周边,必须_较少_去_
770,入口处,用_一看_餐券_有_没有_很大_理_也没有_干脆把_非要_不吃_吃_才会_过来_就要_没有_撕_就是_
824,中餐,选_
188,客户,才住_绕_竟然给_结果10元_
973,价差,
570,味道,
168,房间,比较硬_比较小_比较厉害_不掩瑜_
507,前台,甚至可能_所谓_是_很小_后续改建_用_一看_是_洗_住_应该_到_成_违章_只有_是_还臭_买_是_说_在叫_只能_到_登记_直呼其名_
943,交易,没有买_
69,广告,
151,牙刷,就是_
796,连,究竟是_都有_提供_让_销售_将销售_还是_不知道_
983,酒店,质问_不会_再去_没见_
198,商务型,接受_还是可以_旧_
392,房价,烧_非常贵_住_说_很远_号称_老旧_吃_打_几乎没有_又少_可以_想_没有_看到_都要_吃_超难打_不好吃_附带_去_很低档_
724,夜,没睡_
260,四星,不见_看_童似_不如_自顾自聊天说话_也没有_很少_
760,卫生间,干净_还算_很脏_不干净_
353,酒店,下来_小_开始_大_没法拍摄_应该_钻机_拍照_本来想_扩建_嘶叫_在工作_是_睡着_朦胧_没有开_
785,服务员,再住_敲门_也表示_不会_怀疑_
565,硬件,顺_牵_还是_甚至看到_有_只能_好像有_找_有_是_所谓_大_是_不专业_感觉_都没有_
719,携程,预订_入住_
9,早饭,评价_不能_吃_
751,位置,吗离_出租车费_
53,机会,还是_住在_再去_会_
471,卫生间,有点像_太差_
992,评语,还没有_选择_不怎么样_是_
683,事实,并非_捏造_
537,形象,
920,落后,
80,外面,就是_不住_很吵_下次肯定_坚决换_说_失望_就是_直接说_换_都是_真的是_
94,办法,就被_坑_
959,特色,大洋_马上介绍_SHOPPING_可以_免费_借_挺美_很热情_顺便搞_有_买_免费_也漂亮_有_有_登记_不错_靠_很好闻_好逛_还有_还放_可以_帮_问_挑_有_很喜欢_
38,事,
384,特色,还满_住_觉得_
342,改进,携程_out_类似_联系_几乎没_很大_矩_帮_能够_可能_值得_吹毛求疵_也是_再见_吃_有_最差_吝啬于_超过_未收到_说_啥吃_寒碜_再见_可以_类似_出_吃_订_好_很诚恳_相比_
316,日本,做_料理_那么差_
568,餐具,使用_
927,服务,比较有_很好_
200,朋友,不要_谈_尝试_会_挺恐怖_说_有_只是_比较宰客_还会_谈_不给_另收_好_
53,货,大_喝_既可以_也可以_家用_直接_是_开_烧_提供_
252,关,如何考虑_重要_不知道_节约_那么一点点_多少能_办理_是_只有收拾_下来_能_是_叫_源费_节约_还是_后来下楼_交涉_也没有_不解决_不爽阿_
64,淋浴,太好用_还是不错_
779,色,
23,地方,
812,宾馆,提出_做_反馈_很乐意_宝贵_希望_接受_够好_
650,基调,看_舒服_
419,上面,爬_
114,朋友,带走_
846,荣盛,要_
361,人,只住_吃_别说_看_管_说_拿单_是_没_连坐_纸记_告诉_不能_会_好_住_就说_不知_早上吃_该_不看_要_不会_在修_
92,客人,实在可恶_安排_在靠近_
89,布置,还不错_
284,服务,下次到_也不错_住_还会_选择_
850,龙头,下水_得到_出_可能_会_这牵涉_有_不小于_住时_整夜发出_希望_可能_报修_到_影响_
744,目的地,恭维_极无_不敢_普遍表现_
353,夜,再说_
133,账单,答应_回复_没有签单_交涉_进行_还是被_未收到_联系_扣款_致电_反映_核对_应该_致电_扣款_给予_退回_联系_交涉_还是发现_再次将_在等待_再次讲_讲_被_退回_退回_查询_
602,规模,
762,反应,断_非常差_提供_非常迟钝_无线_说_是_不大_也选择_新建_经常要_不推荐_落成_
533,周女士,最好实_广大_大_补充_低于_考察_入住_应该_不会_一定要_
17,地理,还会_非常喜欢_好_下次去_也方便_住_
906,咸菜,蛮丰富_比较抵值_
617,房间,发现_巾千万别_用_很脏_是_看_用_假_并踩死_相信_不会_要_自备_
533,欺客,广大_不会_应该_补充_入住_最好实_一定要_低于_考察_
526,自然,热_递交_错有_让_还有_饱_起码能_有_吃_
931,大门,便是_是_
2,温度,入住_翻阅_是_未发现_为_以为_相关_有_如何使用_度升_
57,山上,很不错_最好_
839,靠近马路,比较敏感_分_预定_
834,结账,十分之不爽_不是_说_没有赔款_进去_赔偿_检查_要_住_要_下次入住_把_敢_
142,司机,赶_事后投诉_没有追究_未解决_
538,泡泡,有_很可怕_很舒服_入住_高雅_少见_填满_是_坐_套_亟待改进_浴到_铺_宽敞_宽敞_所以可以_办_黑色_做_恶_不干净_半躺_
236,无线,不会_再考虑_
953,时间,不舒服_很费劲_不会_糟_不会_但结账_很长_不含_办离_透_非说_发誓_感觉_抽烟_订房_没碰_有_感觉_真是让_让_去_新烧_说_订_
935,钟山,看_是_好_也有_
680,服务,热诚会_更理想_
89,人,打_花_才找到_好找_
284,附近,住_还会_选择_
708,展会,被_定单取消_告知_晚到_
634,楼下,走路_大_即可_距_不远_
999,半天,还没_不知道_要_买_都是_没有_坏_介绍_是_去_有_脏_管_打到_那么大_是_单签_吃饭_等_怎么说_
480,坏,都有_搞笑_搪塞_用_不过话_都是_公用_拿_住在_很干净_不是_不悦_还摆_回来_很是_打搅_收费_不是_感觉_付钱_乱七八糟_找_一下公用_到_并没有_不怎么样_却搪塞_说_没敢_满足_怕_睡觉_不高兴_跑_怕_而是_倒_都收费_携程_很失望_很好_提出_害_寄存_
270,空调,太多_还不错_有_无法入睡_
819,酒店,非常大_告知_很脏_很旧然_真是_还是_漏_住_太差_有_没有_要_蚊香_
360,位lady,看看_不知道_当然是_不是_看看_是_来_
960,司机,只得_找_发现_没有_入住_感觉_手试_于是想_联系_有_用_下楼_去_不到_实在找_没有_高挂_都知道_有点成旧_
156,结账,很快_
753,地方,才知道_睡_有_只有_都串联_住_绝对浪费_有_而是_太高_研究_只有_预订_不会_竟然没_很高_正对_乱七八糟_很受气_难以忍受_全部弄_所谓_就是_极端差_被_忍受_全身痛_是_单隔_睡_超_垫_同时开启_难受_更是_都能_入住_关闭_不舒服_实在是_太软_睡_再住_起来_更让_不值得_就是_
786,宾馆,最差_错_是_住_
133,携程,订_是_高级_是_
398,房间,落座_不佳_不愿_明显_间门_感觉_应有_太小_有_不到_达_
632,国际,
107,蟑螂,不停_不住_退房_要_将预授权_成功_搞_折腾_转为_打死_消费_终于消费_不清_
649,超市,可以_买_不错_顺便搞_SHOPPING_帮_
423,效果,太好_
7,程度,排_漏风_住_
826,四星级,
134,标准,较大_服务_不错_
651,能源,重要_交涉_只有收拾_是_办理_不解决_不爽阿_后来下楼_叫_也没有_
6,手,想_知道_
976,早饭,最多_不低_就是_是_最差_评_一般般_补充_定_
576,品味,
941,饭店,不愿意_差尽收眼底_脏乱_吃饭_
92,声音,关门_
587,可能,很差_是_还有_不及_如家_久远_
60,酒店,好好交涉_
535,换汤不换药,新_欢迎_推出_一般般_保持_有_下次应该_再住_不会_将一如既往_顺利_反馈_衷心祝_感谢_促销_星级_再次下榻_
695,年轻人,不到_出去_是_基本看_要_不是_把_面对_勉强看到_走走_探_
59,家里人,打_挂_也是_来_特别没_
940,设施,还差_还不错_
5,大佛寺,高速下来_容易找到_
985,住,问及_不到_不到_不雅.太过分_异常冷清_显得_置若罔闻_进入_几乎看_长长_害_光_还有_也歇业_只穿_衣穿_找_回答_冷_说_找_
864,饭店,小_偏贵_不错_有_较新_就是_便利_
532,安全,就叫_忘_开_正好看到_
934,导游,给_说_能_订_订_携程_太高_拿到_
142,原因,未解决_没有追究_事后投诉_
578,海景房,又把_到_烫_不知是_死_可惜_太小_入住_都是_偏高_也是_太大_就是_是_靠_稍好_没有_好找_开热水_入住_要_
531,网络,简直是_收费_抢_为_
598,预授权,星级_无法使用_通知_并承诺_结账_结果没_电后会_竟然没有_发_
361,am,只住_告诉_该_拿单_别说_连坐_吃_住_
719,办法,
309,店,能_争气_有_真是_希望_
370,噪声,可能_住时_会_希望_可能_不小于_影响_得到_
744,酒店,没有_质问_极其恶劣_明知道_说_不在_穿_没有_一次性_坏_就退房_到_洗澡_到_不住_竟然是_没热水_准备_发现_没有热水_只得_就是_不见_登记_打_预先告知_入住_要_
401,管理,留下_很好_赞_
107,床,将预授权_竟然有_折腾_圆_不停_转为_终于消费_要_退房_消费_成功_打死_不清_搞_的确是_不住_
101,餐厅,不错_
383,欺客,高度_反馈_感谢_并入住_提_衷心感谢_引起_不断努力_温馨_选择_能_创造_宝贵_美好_积极_舒适_
345,慰问,很满意_交代_安排_层住_后来得知_都感觉_把_
711,青岛,而订_仓促_不到_
746,关口,不错_预定_改住_豪华_很大_开始_有_出发_要_很方便_酒店安排_吃_步行_有_太小_送到_没有到_充足_了解_有_到_到达_多够_可以_
200,价钱,会_谈_挺恐怖_尝试_有_不要_只是_还会_另收_不给_
163,四星,高_
188,环境,好_就搬到_订_明确告诉_携成_说明_优悦会_住_不满意_是_
127,服务,打扫_住_没见_点评_补充_高_
895,选择,在B座_要_投诉_预定_听到_是_预定_可是有_
969,北戴河,比较舒适_比较正规_住_是_服务_
287,地理,也便宜_是_最满意_
523,隔音,吵醒_分配_工作_就开始_是_很差_也没_活动_睡_
225,皮,
988,位置,上网_提供_就是_收费_太符合_不愧是_很棒_还要_还是不错_
298,经济,是_更好_可能_进去_会_一开门_浓厚_且无_不值_
555,客人,在装修_就开工_不着_吵醒_没有_没有小_还行_说话_完全睡_稍有陈旧_
564,水果,小_是_小_
901,名,洗过_还有_出来_吃粥_飞舞_冰冷_就拿_水淋淋_没有_泡_用来_不知道_有_
54,房间,得到_可以_有_方便_一定_
94,结算,坑_是_没_就被_订_担保_
918,经理,要_才是_
105,房间,少_看_数错_只好上去_结果是_
836,馅,
739,面条,下手_就得手_不引导_抢_也没_排队_
347,郁闷,
975,酒店,就是_洗澡_要_洗_可怜_简陋_小_都是_热水_直接流出_下_小_
89,东西,小_可想_成_而知_
475,回答,下来_没发_
44,浴室,没有热水_又是_放水_没想到_是_睡觉_积_是_有_会_好长_让_让_才敢_骚扰_休息_心寒_整修_开业_去_还有_要_星级_洗澡_
743,宁路,比较安静_是_位于_
449,城市,大_住得_应该_不好_爱好_有_窗前有_住_还算不错_
493,边,说_要_还好意思_实在是_还答应_到_可能_不要_差_完全是_打_晚点_实在是_没有接到_太差_不负责任_说_说_住_没有接到_打_说_建议_
242,半天,完全可以_看_是_热心_出来_跑上_来_
941,啥样,
836,猪肉,
700,要求,完成_尽心尽力_及时_可以_
420,专业,而得体_
280,牛肉饭,非要_较贵_却有_改点_
900,建设,甚方便_没有直达_
876,感觉,不会_去_
971,空间,摆下_只能_
100,词汇,是_最多_没吃_结束_就是_超出_对_看_还叫_就没_写道_要_一眼瞥见_用餐_完_不要浪费_不起_吃好_说_
51,服务,入住_为主_烧_泡_还可以_有_很好_又说_突然断电_有_有待_订_建议_入住_计较_是_上去_只去_居然推托_是_没有_是_不成_不要入住_导致_便宜_说_湿_热水机烧_不要_用_弄_说_言下_
941,频道,很少_
766,，,则加冕_无_
941,印象,不错_
369,家具,蛮横拒绝_出门_只住_能_交涉_忍_提出_就涌_打折_用_扫地_碰到_旧_完全是_破烂_根香烧_伤_更让_想想_下来_发现_总_换_是_气愤_让_住_感觉_错_有_去_反而出口_串门_把_总_上来_类似_不堪_
89,橙汁,厨房_总_拿_回来_倒3-4杯_用餐_开价_承诺_洗_就要_已经有_结账_不掉_有_赔_说_有_只是_就觉得_拿_只加_只够_搞脏_
441,隔音,太差_非常好吃_赠送_
143,会员卡,太贵_是_知_好像要_免费办理_
574,诚信,原订_住_再住_大_不会_改为_想_决定_反馈_更差_造成_尝试_
176,正比,很豪华_很干净_看起来旧旧_但是冷清_盖_旧_居然是_很旧_盖_也不错_
185,布局,难受_难免有_是_全部弄_不值得_间外使用_再住_同时开启_全身痛_被_忍受_就是_没有悬挂_很高_太高_难以忍受_很滑_睡_睡_极端差_乱七八糟_垫_研究_更是_有_而是_单隔_实在是_只有_只有_才知道_正对_预订_有_竟然没_睡_绝对浪费_起来_更让_住_入住_就是_很受气_不会_太软_洗脸_关闭_都能_不舒服_很别扭_都串联_超_所谓_
589,外观,好点_
881,房间,小_很强烈_是否_有_给_实在忍受_不知_算_一下睡_充满_心想_换_不住_
240,阀关,掉_
243,餐厅,加分_给_
756,旧,另外收_小_还干净_
978,供应,洗脸_将_答应_正在剃须_口头道歉_予以_就是_表示_仅仅报以_好尴尬_不满_极力要求_弄_开始_
388,客人,用_排_智_IC卡_还是_只给_都被_有_睡_不清_是_迷迷糊糊_导致_记_还有_很弱_
188,服务,竟然把_很差_都算钱_没有行政_免费_
892,遗憾,不是_多少有_打车_很方便_取消_不方便_
245,附近,太坑_
490,小时,很生_都有_硬_所谓_刚开_梳_刚洗_发现_太可怕_吃_不想_赶紧走人_去_连梳头_完_换到_小_出_
419,卫生间,用_要_竟然发现_爬_
604,港,非常有利_一样_打_太贵_坐_只是希望_是_还是有_可以_打到_早餐收费_
916,商场,
982,感觉,不会_去_
350,卫生,
185,酒店,
318,精打采,到_还是_没法连接_告诉_
252,感觉,非常好_都不错_
629,店,还可以_
133,主管,是_同意_已结束_收回_签字_卡刷_同意_给_拒绝_
844,房间,重新装修_将会_走下坡_应该_要_
837,终端,没有_显示_输入_确认_具体_
358,家家,可以_还是不错_需要_不过分_极差_将_预订_要_出去_让_不难_不廉物_给_把握_排除_要_住_先看看_实事求是_客观_或者提供_住_把_说_都价廉物美_
60,地方,
22,酒店,给_几乎相同_是_遇到_写_安静_不要_都是_传给_很清楚_没有把_不知道_有_
584,沈阳市,不满意_好好考虑_提供_能够_怎么相信_是_希望_携程_
69,甘肃,承担_入住_不多_反映_不过可以_
396,酒店,太差劲_
330,价钱,贵_
183,酒店,很差_
651,弱势,
6,毛体,而并非_摘录_下来_题_
141,房间,令_产生_非常肮脏_怀疑_
151,产品,
509,欺骗性,
23,交通,老方便_闹_取静_
252,折,
37,当地,有_最好_
252,水温,随便找_当班_上去_请_请_没有关空调_搪塞_解释_
227,效率,
921,没有,还是_空空_不要_
875,国际,说_就有_出来_好找_打_要_知道_12块_打_居然没_知道_
51,血渍,热水机烧_居然推托_不要_泡_计较_不要入住_突然断电_言下_订_为主_很好_便宜_只去_说_上去_是_说_弄_湿_有_又说_烧_导致_是_用_没有_还可以_是_建议_
994,合作,联系_reserved_Copyright_
528,弹簧,很旧_是_不知道_恶心_黑色_睹_昏暗_很是_有_重回_点点将_到_到_才看到_告诉_都放在_没有_留下_感觉_拉开_只靠_很明显_不忍目_退房_能_不舒服_让_死_
520,标间,也许是_要_搬行_只有_正好下雨_要_没有_下来_住_很少_是_吃_去_怎么评_也掉_不知道_在漏水_是_
796,走廊,是_用来_脚线_是_可疑_住_倒是_无从考究_隐隐发黑_不详_不是_显示_放_至少用_低_皂泡_给_像是_形容_看_稍微有_斑驳_让_晦涩_清清楚楚_不算_是_用_起来_蚂蚁窝_没有清洗_不行_起_上去_更可怕_出现_至少是_不堪_小_垫狗屋_很明显_，_好听_一看_白_干净_铺设_是_洗手_整齐_又干_都知道_架_打_等级_惨不忍睹_装_怀疑_相信_洗澡_就是_但是感觉_感觉_只是拉开_可以_开始_是_怪异_关上_曾经淹_
358,床,
816,价格,不便宜_
67,开价,星级_太贵_出现_遇到_影响_竟然说_星级_找_害_会_出来_讨价还价_住_是_不到_这样没有_是_
369,子气,更让_住_交涉_能_总_错_把_就涌_扫地_打折_让_出门_总_碰到_反而出口_蛮横拒绝_提出_是_根香烧_气愤_上来_伤_
423,墙壁,太好_
260,房间,不如_
288,酒店,很满意_表扬_感谢_总_送到_大_要_遇到_吃完_很高_很感谢_小包留_很快_特别要_将包_打_
898,企业,全是_混_有_
444,满意,
618,气氛,加上没有_温馨_好_比较合理_高_不足_不高_比较安静_
702,装修,感觉_好_不像_好_用_放在_比较旧_说_起来_这么小气_也不至于_入住_感觉_醒目_三星级_还是找_也感觉_打扫_不是_办理_特意把_具_不用_是_要_才送_是_
484,用品,干净_很怀疑_是_星级_够_
966,情况,未听到_
544,东西,这么贵_终于忍_不住_换_太旧_还要_不到_根本达_
252,澡,
950,价格,是_
484,浴间,还好床_处理_早_干净_半夜来_星级_是_够_很怀疑_堵塞_
396,房间,
753,店,很受气_就是_极端差_间外使用_绝对浪费_被_难免有_很滑_都串联_不舒服_睡_而是_只有_有_有_全身痛_忍受_睡_行政_竟然没_都能_更让_研究_单隔_太高_正对_难受_入住_更是_睡_是_洗脸_太软_勿住_不值得_没有悬挂_预订_就是_起来_乱七八糟_就是_关闭_绝对浪费_才知道_实在是_超_很别扭_只有_住_再住_难以忍受_不会_很高_转来转去_垫_所谓_同时开启_全部弄_
972,窗户,
983,心情,不好_
915,措施,
705,态度,后来觉得_不想_考虑_还会_免_积极发现_入住_让_确实感到_有_要_如此_那么麻烦_点评_贬_也影响_看到_能_难能_真实_以后入住_可贵_道歉_不足_仍然希望_
874,晚,没睡_成_来_被_低沉_吵醒_不知道_
824,时候,没有_帮_顶_走出_有些不好意思_接近_拦_
252,中心,结果是_上去_解释_搪塞_没有关空调_总_随便找_说_请_请_当班_
919,服务,一般_
280,破洞,不能_已坏_过来_翻_并伴有_还有_沸断_
366,饮水,
345,商业,处_不远_非常方便_购物_
38,拿房,靠近_吵到_才安歇_
956,房626,补充_不会_砍价_吃_稍好_要_有_刚住完_退房_点评_会_有_留下_好像没_赶上_吃_
185,餐饮店,唯一_看到_是_
906,飞机,预定_晚点_入住_因此到_未能_给_打_担心_请求_保留_
549,方向,不用_
886,冰箱,
49,长度,不尝_吃_太方便_不能_蛮有_点评_住_是_免费_仅咫尺_
874,总台,没_又等_回复_
396,外地,给_不符合_不行_特重_要求_只有_最小_
495,服务员,差劲_国营_
746,旅行社,预定_没有到_吃_要_了解_有_出发_到_多够_不错_酒店安排_开始_送到_
753,客人,再转乘_都得_更麻烦_办理_都须_先到_先到_再转乘_下楼_
314,服务员,倒_洗洗_不消毒_更换_问_毫无_把_惊愕_就放回_离去_
705,人影,确实感到_难体现_也影响_回_那么麻烦_要_贬_是_积极发现_及时道歉_免_考虑_也体现_看到_后来觉得_集中_找_有_最重要_以后入住_体现_还会_找_有_出来_不觉得_怎样过分_如此_道歉_不想_觉得_害_升级_点评_能_就反映_不足_及时改进_真实_薄弱_可贵_难能_起来_不应该_让_仍然希望_好_入住_
940,新,还差_
